x,y
0.0,0.4967141530112327
0.5263157894736842,1.1775251725130258
1.0526315789473684,3.2792674854691133
1.5789473684210527,5.470398277460657
2.1052631578947367,5.029004520013506
2.631578947368421,6.3448104114718715
3.1578947368421053,9.473949657612655
3.6842105263157894,9.977961044942381
4.2105263157894735,10.056841403538732
4.7368421052631575,12.384665306743859
5.263157894736842,12.694477044029643
5.789473684210526,14.007954456956059
6.315789473684211,16.031435955776562
6.842105263157895,15.191982913236938
7.368421052631579,16.696134799065913
7.894736842105263,19.174554576022185
8.421052631578947,20.03980045861294
8.947368421052632,22.68266838522685
9.473684210526315,22.776186450794576
10.0,23.58769629866471
